"Type","ChemID","Chemical","District","YearDisp","NumDisps","NumPpl","NHIComp"
"Dispensings","3863","Abacavir sulphate with lamivudine","MidCentral",2024,"26","7",100
"Dispensings","3863","Abacavir sulphate with lamivudine","Nelson Marlborough",2024,"17","6",100
"Dispensings","3863","Abacavir sulphate with lamivudine","Whanganui",2024,"12","<6",100
"Dispensings","3863","Abacavir sulphate with lamivudine","New Zealand",2024,"2041","358",100
"Initial dispensings","4048","Abiraterone acetate","Wairarapa",2020,"35","13",100
"Initial dispensings","4048","Abiraterone acetate","Waitemata",2020,"341","105",100
"Initial dispensings","4048","Abiraterone acetate","Counties Manukau",2020,"274","84",100
"Initial dispensings","4048","Abiraterone acetate","Southern",2020,"254","86",100
"Initial dispensings","4048","Abiraterone acetate","Nelson Marlborough",2020,"108","31",100
"Initial dispensings","4048","Abiraterone acetate","Capital & Coast",2020,"123","41",100
"Initial dispensings","4048","Abiraterone acetate","South Canterbury",2020,"36","13",100
"Initial dispensings","4048","Abiraterone acetate","Auckland",2020,"223","70",100
"Initial dispensings","4048","Abiraterone acetate","Canterbury",2020,"325","106",100
"Initial dispensings","4048","Abiraterone acetate","Hutt Valley",2020,"64","21",100
"Initial dispensings","4048","Abiraterone acetate","Hawke's Bay",2020,"64","27",100
"Initial dispensings","4048","Abiraterone acetate","Northland",2020,"167","49",100
"Initial dispensings","4048","Abiraterone acetate","Waikato",2020,"218","72",100
"Initial dispensings","4048","Abiraterone acetate","Taranaki",2020,"71","23",100
"Initial dispensings","4048","Abiraterone acetate","Bay of Plenty",2020,"137","49",100
"Initial dispensings","4048","Abiraterone acetate","Lakes",2020,"73","25",100
"Initial dispensings","4048","Abiraterone acetate","MidCentral",2020,"89","34",100
"Initial dispensings","4048","Abiraterone acetate","West Coast",2020,"21","7",100
"Initial dispensings","4048","Abiraterone acetate","Tairawhiti",2020,"12","<6",100
"Initial dispensings","4048","Abiraterone acetate","Whanganui",2020,"34","12",100
"Initial dispensings","4048","Abiraterone acetate","New Zealand",2020,"2669","873",100
"Initial dispensings","4048","Abiraterone acetate","Lakes",2021,"73","26",100
"Initial dispensings","4048","Abiraterone acetate","Waitemata",2021,"425","132",100
"Initial dispensings","4048","Abiraterone acetate","Auckland",2021,"213","66",100
"Initial dispensings","4048","Abiraterone acetate","Bay of Plenty",2021,"113","40",100
"Initial dispensings","4048","Abiraterone acetate","Counties Manukau",2021,"286","81",100
"Initial dispensings","4048","Abiraterone acetate","Northland",2021,"215","62",100
"Initial dispensings","4048","Abiraterone acetate","Canterbury",2021,"313","112",100
"Initial dispensings","4048","Abiraterone acetate","Hawke's Bay",2021,"68","26",100
"Initial dispensings","4048","Abiraterone acetate","Whanganui",2021,"23","7",100
"Initial dispensings","4048","Abiraterone acetate","Southern",2021,"252","86",100
"Initial dispensings","4048","Abiraterone acetate","Waikato",2021,"323","91",100
"Initial dispensings","4048","Abiraterone acetate","Nelson Marlborough",2021,"94","31",100
"Initial dispensings","4048","Abiraterone acetate","MidCentral",2021,"95","34",100
"Initial dispensings","4048","Abiraterone acetate","Capital & Coast",2021,"130","42",100
"Initial dispensings","4048","Abiraterone acetate","Hutt Valley",2021,"39","16",100
"Initial dispensings","4048","Abiraterone acetate","Taranaki",2021,"50","20",100
"Initial dispensings","4048","Abiraterone acetate","Wairarapa",2021,"44","13",100
"Initial dispensings","4048","Abiraterone acetate","West Coast",2021,"10","<6",100
"Initial dispensings","4048","Abiraterone acetate","South Canterbury",2021,"39","15",100
"Initial dispensings","4048","Abiraterone acetate","Tairawhiti",2021,"21","7",100
"Initial dispensings","4048","Abiraterone acetate","New Zealand",2021,"2826","911",100
"Initial dispensings","4048","Abiraterone acetate","Tairawhiti",2022,"26","6",100
"Initial dispensings","4048","Abiraterone acetate","Waikato",2022,"400","101",100
"Initial dispensings","4048","Abiraterone acetate","Canterbury",2022,"352","115",100
"Initial dispensings","4048","Abiraterone acetate","Waitemata",2022,"439","136",100
"Initial dispensings","4048","Abiraterone acetate","Auckland",2022,"244","77",100
"Initial dispensings","4048","Abiraterone acetate","Northland",2022,"277","75",100
"Initial dispensings","4048","Abiraterone acetate","Hawke's Bay",2022,"68","29",100
"Initial dispensings","4048","Abiraterone acetate","Southern",2022,"277","90",100
"Initial dispensings","4048","Abiraterone acetate","Counties Manukau",2022,"241","82",100
"Initial dispensings","4048","Abiraterone acetate","Nelson Marlborough",2022,"101","33",100
"Initial dispensings","4048","Abiraterone acetate","Capital & Coast",2022,"169","51",100
"Initial dispensings","4048","Abiraterone acetate","MidCentral",2022,"127","40",100
"Initial dispensings","4048","Abiraterone acetate","Bay of Plenty",2022,"118","39",100
"Initial dispensings","4048","Abiraterone acetate","West Coast",2022,"6","<6",100
"Initial dispensings","4048","Abiraterone acetate","Taranaki",2022,"51","20",100
"Initial dispensings","4048","Abiraterone acetate","Whanganui",2022,"35","12",100
"Initial dispensings","4048","Abiraterone acetate","South Canterbury",2022,"45","18",100
"Initial dispensings","4048","Abiraterone acetate","Lakes",2022,"84","32",100
"Initial dispensings","4048","Abiraterone acetate","Wairarapa",2022,"46","14",100
"Initial dispensings","4048","Abiraterone acetate","Hutt Valley",2022,"29","13",100
"Initial dispensings","4048","Abiraterone acetate","New Zealand",2022,"3135","986",100
"Initial dispensings","4048","Abiraterone acetate","Northland",2023,"267","78",100
"Initial dispensings","4048","Abiraterone acetate","Hawke's Bay",2023,"84","29",100
"Initial dispensings","4048","Abiraterone acetate","Waikato",2023,"300","92",100
"Initial dispensings","4048","Abiraterone acetate","Counties Manukau",2023,"342","96",100
"Initial dispensings","4048","Abiraterone acetate","Auckland",2023,"287","81",100
"Initial dispensings","4048","Abiraterone acetate","Capital & Coast",2023,"214","63",100
"Initial dispensings","4048","Abiraterone acetate","Nelson Marlborough",2023,"114","38",100
"Initial dispensings","4048","Abiraterone acetate","Canterbury",2023,"325","107",100
"Initial dispensings","4048","Abiraterone acetate","Bay of Plenty",2023,"115","37",100
"Initial dispensings","4048","Abiraterone acetate","MidCentral",2023,"128","43",100
"Initial dispensings","4048","Abiraterone acetate","Southern",2023,"268","82",100
"Initial dispensings","4048","Abiraterone acetate","Waitemata",2023,"411","121",100
"Initial dispensings","4048","Abiraterone acetate","Wairarapa",2023,"33","14",100
"Initial dispensings","4048","Abiraterone acetate","South Canterbury",2023,"32","11",100
"Initial dispensings","4048","Abiraterone acetate","Taranaki",2023,"77","28",100
"Initial dispensings","4048","Abiraterone acetate","Lakes",2023,"75","21",100
"Initial dispensings","4048","Abiraterone acetate","Hutt Valley",2023,"52","12",100
"Initial dispensings","4048","Abiraterone acetate","Tairawhiti",2023,"32","10",100
"Initial dispensings","4048","Abiraterone acetate","Whanganui",2023,"39","16",100
"Initial dispensings","4048","Abiraterone acetate","West Coast",2023,"31","8",100
"Initial dispensings","4048","Abiraterone acetate","New Zealand",2023,"3226","987",100
"Initial dispensings","4048","Abiraterone acetate","Waitemata",2024,"412","128",100
"Initial dispensings","4048","Abiraterone acetate","Southern",2024,"250","93",100
"Initial dispensings","4048","Abiraterone acetate","Northland",2024,"248","73",100
"Initial dispensings","4048","Abiraterone acetate","Whanganui",2024,"29","10",100
"Initial dispensings","4048","Abiraterone acetate","Waikato",2024,"362","96",100
"Initial dispensings","4048","Abiraterone acetate","Capital & Coast",2024,"202","59",100
"Initial dispensings","4048","Abiraterone acetate","South Canterbury",2024,"48","18",100
"Initial dispensings","4048","Abiraterone acetate","Taranaki",2024,"91","35",100
"Initial dispensings","4048","Abiraterone acetate","Auckland",2024,"289","84",100
"Initial dispensings","4048","Abiraterone acetate","MidCentral",2024,"109","37",100
"Initial dispensings","4048","Abiraterone acetate","Counties Manukau",2024,"320","104",100
"Initial dispensings","4048","Abiraterone acetate","Canterbury",2024,"346","132",100
"Initial dispensings","4048","Abiraterone acetate","Wairarapa",2024,"37","10",100
"Initial dispensings","4048","Abiraterone acetate","Lakes",2024,"79","29",100
"Initial dispensings","4048","Abiraterone acetate","Hawke's Bay",2024,"144","47",100
"Initial dispensings","4048","Abiraterone acetate","West Coast",2024,"33","11",100
"Initial dispensings","4048","Abiraterone acetate","Nelson Marlborough",2024,"120","37",100
"Initial dispensings","4048","Abiraterone acetate","Tairawhiti",2024,"40","15",100
"Initial dispensings","4048","Abiraterone acetate","Bay of Plenty",2024,"144","56",100
"Initial dispensings","4048","Abiraterone acetate","Hutt Valley",2024,"48","20",100
"Initial dispensings","4048","Abiraterone acetate","New Zealand",2024,"3351","1094",100
"Dispensings","4048","Abiraterone acetate","Wairarapa",2020,"86","14",100
"Dispensings","4048","Abiraterone acetate","Waitemata",2020,"771","110",100
"Dispensings","4048","Abiraterone acetate","Counties Manukau",2020,"646","86",100
"Dispensings","4048","Abiraterone acetate","Southern",2020,"631","87",100
"Dispensings","4048","Abiraterone acetate","Nelson Marlborough",2020,"249","32",100
"Dispensings","4048","Abiraterone acetate","Capital & Coast",2020,"310","42",100
"Dispensings","4048","Abiraterone acetate","South Canterbury",2020,"84","13",100
"Dispensings","4048","Abiraterone acetate","Auckland",2020,"512","73",100
"Dispensings","4048","Abiraterone acetate","Canterbury",2020,"864","108",100
"Dispensings","4048","Abiraterone acetate","Hutt Valley",2020,"161","24",100
"Dispensings","4048","Abiraterone acetate","Hawke's Bay",2020,"176","30",100
"Dispensings","4048","Abiraterone acetate","Northland",2020,"362","50",100
"Dispensings","4048","Abiraterone acetate","Waikato",2020,"591","77",100
"Dispensings","4048","Abiraterone acetate","Taranaki",2020,"183","23",100
"Dispensings","4048","Abiraterone acetate","Bay of Plenty",2020,"326","53",100
"Dispensings","4048","Abiraterone acetate","Lakes",2020,"186","25",100
"Dispensings","4048","Abiraterone acetate","MidCentral",2020,"227","35",100
"Dispensings","4048","Abiraterone acetate","West Coast",2020,"94","7",100
"Dispensings","4048","Abiraterone acetate","Tairawhiti",2020,"33","7",100
"Dispensings","4048","Abiraterone acetate","Whanganui",2020,"92","12",100
"Dispensings","4048","Abiraterone acetate","New Zealand",2020,"6584","908",100
"Dispensings","4048","Abiraterone acetate","Lakes",2021,"179","26",100
"Dispensings","4048","Abiraterone acetate","Waitemata",2021,"944","133",100
"Dispensings","4048","Abiraterone acetate","Auckland",2021,"458","68",100
"Dispensings","4048","Abiraterone acetate","Bay of Plenty",2021,"269","41",100
"Dispensings","4048","Abiraterone acetate","Counties Manukau",2021,"686","84",100
"Dispensings","4048","Abiraterone acetate","Northland",2021,"422","62",100
"Dispensings","4048","Abiraterone acetate","Canterbury",2021,"832","117",100
"Dispensings","4048","Abiraterone acetate","Hawke's Bay",2021,"189","27",100
"Dispensings","4048","Abiraterone acetate","Whanganui",2021,"48","9",100
"Dispensings","4048","Abiraterone acetate","Southern",2021,"678","90",100
"Dispensings","4048","Abiraterone acetate","Waikato",2021,"784","95",100
"Dispensings","4048","Abiraterone acetate","Nelson Marlborough",2021,"209","32",100
"Dispensings","4048","Abiraterone acetate","MidCentral",2021,"226","37",100
"Dispensings","4048","Abiraterone acetate","Capital & Coast",2021,"312","44",100
"Dispensings","4048","Abiraterone acetate","Hutt Valley",2021,"92","17",100
"Dispensings","4048","Abiraterone acetate","Taranaki",2021,"130","21",100
"Dispensings","4048","Abiraterone acetate","Wairarapa",2021,"126","14",100
"Dispensings","4048","Abiraterone acetate","West Coast",2021,"32","<6",100
"Dispensings","4048","Abiraterone acetate","South Canterbury",2021,"84","15",100
"Dispensings","4048","Abiraterone acetate","Tairawhiti",2021,"48","7",100
"Dispensings","4048","Abiraterone acetate","New Zealand",2021,"6748","944",100
"Dispensings","4048","Abiraterone acetate","Tairawhiti",2022,"54","7",100
"Dispensings","4048","Abiraterone acetate","Waikato",2022,"890","102",100
"Dispensings","4048","Abiraterone acetate","Canterbury",2022,"874","121",100
"Dispensings","4048","Abiraterone acetate","Waitemata",2022,"1011","140",100
"Dispensings","4048","Abiraterone acetate","Auckland",2022,"502","80",100
"Dispensings","4048","Abiraterone acetate","Northland",2022,"588","77",100
"Dispensings","4048","Abiraterone acetate","Hawke's Bay",2022,"178","29",100
"Dispensings","4048","Abiraterone acetate","Southern",2022,"726","92",100
"Dispensings","4048","Abiraterone acetate","Counties Manukau",2022,"624","84",100
"Dispensings","4048","Abiraterone acetate","Nelson Marlborough",2022,"237","33",100
"Dispensings","4048","Abiraterone acetate","Capital & Coast",2022,"426","51",100
"Dispensings","4048","Abiraterone acetate","MidCentral",2022,"297","41",100
"Dispensings","4048","Abiraterone acetate","Bay of Plenty",2022,"282","40",100
"Dispensings","4048","Abiraterone acetate","West Coast",2022,"15","<6",100
"Dispensings","4048","Abiraterone acetate","Taranaki",2022,"119","21",100
"Dispensings","4048","Abiraterone acetate","Whanganui",2022,"81","12",100
"Dispensings","4048","Abiraterone acetate","South Canterbury",2022,"106","18",100
"Dispensings","4048","Abiraterone acetate","Lakes",2022,"204","33",100
"Dispensings","4048","Abiraterone acetate","Wairarapa",2022,"110","15",100
"Dispensings","4048","Abiraterone acetate","Hutt Valley",2022,"64","15",100
"Dispensings","4048","Abiraterone acetate","New Zealand",2022,"7388","1014",100
"Dispensings","4048","Abiraterone acetate","Northland",2023,"610","84",100
"Dispensings","4048","Abiraterone acetate","Hawke's Bay",2023,"247","29",100
"Dispensings","4048","Abiraterone acetate","Waikato",2023,"743","96",100
"Dispensings","4048","Abiraterone acetate","Counties Manukau",2023,"823","100",100
"Dispensings","4048","Abiraterone acetate","Auckland",2023,"620","85",100
"Dispensings","4048","Abiraterone acetate","Capital & Coast",2023,"555","68",100
"Dispensings","4048","Abiraterone acetate","Nelson Marlborough",2023,"265","39",100
"Dispensings","4048","Abiraterone acetate","Canterbury",2023,"809","117",100
"Dispensings","4048","Abiraterone acetate","Bay of Plenty",2023,"274","37",100
"Dispensings","4048","Abiraterone acetate","MidCentral",2023,"319","45",100
"Dispensings","4048","Abiraterone acetate","Southern",2023,"699","86",100
"Dispensings","4048","Abiraterone acetate","Waitemata",2023,"936","125",100
"Dispensings","4048","Abiraterone acetate","Wairarapa",2023,"93","15",100
"Dispensings","4048","Abiraterone acetate","South Canterbury",2023,"83","12",100
"Dispensings","4048","Abiraterone acetate","Taranaki",2023,"192","28",100
"Dispensings","4048","Abiraterone acetate","Lakes",2023,"191","23",100
"Dispensings","4048","Abiraterone acetate","Hutt Valley",2023,"93","13",100
"Dispensings","4048","Abiraterone acetate","Tairawhiti",2023,"82","10",100
"Dispensings","4048","Abiraterone acetate","Whanganui",2023,"104","16",100
"Dispensings","4048","Abiraterone acetate","West Coast",2023,"59","8",100
"Dispensings","4048","Abiraterone acetate","New Zealand",2023,"7797","1036",100
"Dispensings","4048","Abiraterone acetate","Waitemata",2024,"935","132",100
"Dispensings","4048","Abiraterone acetate","Southern",2024,"655","94",100
"Dispensings","4048","Abiraterone acetate","Northland",2024,"569","74",100
"Dispensings","4048","Abiraterone acetate","Whanganui",2024,"68","10",100
"Dispensings","4048","Abiraterone acetate","Waikato",2024,"795","97",100
"Dispensings","4048","Abiraterone acetate","Capital & Coast",2024,"530","60",100
